y1,y11,y20amonto,y29_2b,sexo,region,esc,estrato,oficio1
,,,220000.0,1,14,4.0,1410111,5.0
,,,236414.0,2,14,0.0,1410111,
,,,,1,14,0.0,1410111,
,,,,2,14,12.0,1410111,
200000.0,,,,1,14,18.0,1410111,2.0
,,,,2,14,12.0,1410111,
,,,,2,14,12.0,1410112,
500000.0,,,,1,14,11.0,1410112,8.0
600000.0,,,,1,14,17.0,1410112,2.0
,,,,2,14,12.0,1410112,5.0
,,,,2,14,11.0,1410112,
,,,,1,14,17.0,1410112,
,,,,1,14,15.0,1410112,
,,,,1,14,15.0,1410112,5.0
,,,,1,14,11.0,1410112,
500000.0,,,,2,14,12.0,1410112,7.0
,,,,2,14,9.0,1410112,
500000.0,,,,1,14,12.0,1410112,5.0
,,,214296.0,2,14,10.0,1410112,
200000.0,,,,2,14,12.0,1410112,3.0
,,,,1,14,,1410112,
,,,,1,14,,1410112,
,,,234000.0,2,14,10.0,1410112,
1269000.0,,,,2,14,19.0,1410112,2.0
,,,,1,14,9.0,1410112,
,,,214296.0,2,14,5.0,1410112,
,,,214296.0,1,14,,1410112,
,,,,1,14,10.0,1410112,
,,21243.0,,1,14,11.0,1410112,
,,21243.0,,1,14,9.0,1410112,
,200000.0,,,2,14,12.0,1410112,5.0
,,21243.0,,1,14,,1410112,
,,,,2,14,12.0,1410112,5.0
,,,,2,14,7.0,1410112,
521000.0,,,,1,14,12.0,1410112,9.0
,,,,1,14,17.0,1410112,2.0
,,,,2,14,12.0,1410112,
,,,,2,14,2.0,1410112,
500000.0,,,,2,14,11.0,1410112,9.0
330000.0,,,,1,14,11.0,1410112,8.0
500000.0,,,,1,14,12.0,1410112,7.0
350000.0,,,,2,14,9.0,1410112,9.0
,,,,2,14,,1410112,
500000.0,,,,2,14,12.0,1410112,5.0
,,,,1,14,8.0,1410112,
500000.0,,,,2,14,16.0,1410112,5.0
,,21243.0,,2,14,,1410112,
,,,214296.0,2,14,9.0,1410112,
,,,-88.0,1,14,17.0,1410112,
,,,406000.0,2,14,5.0,1410112,
,,,,1,14,13.0,1410112,7.0
600000.0,,,,2,14,12.0,1410112,9.0
,,,,1,14,16.0,1410112,
700000.0,,,270000.0,1,14,10.0,1410112,7.0
,,,212000.0,2,14,12.0,1410112,
500000.0,,,,2,14,16.0,1410112,5.0
,150000.0,,,2,14,12.0,1410112,
,,,580000.0,1,14,8.0,1410112,8.0
600000.0,,,,1,14,12.0,1410112,1.0
,,,180000.0,2,14,8.0,1410112,
,,,520000.0,1,14,10.0,1410112,
1100000.0,,,,2,14,17.0,1410112,2.0
0.0,,,,2,14,17.0,1410112,2.0
,,,230000.0,1,14,8.0,1410112,
,,,250000.0,2,14,11.0,1410112,
,,,,1,14,16.0,1410112,
,120000.0,,,2,14,8.0,1410112,
,,,,2,14,12.0,1410112,7.0
,,,300000.0,1,14,2.0,1410112,
,,,212000.0,2,14,2.0,1410112,
250000.0,,,,2,14,12.0,1410112,9.0
280000.0,,,,2,14,8.0,1410112,9.0
,,,,2,14,,1410112,
,,,,2,14,,1410112,
,,,,2,14,,1410112,
,,,,1,14,,1410112,
,,,420000.0,2,14,12.0,1410112,
,,,203000.0,1,14,8.0,1410112,
,35000.0,,430000.0,1,14,8.0,1410112,
700000.0,,,600000.0,1,14,15.0,1410111,4.0
,,,214000.0,2,14,10.0,1410111,
400000.0,,,,2,14,12.0,1410111,5.0
,,,,1,14,13.0,1410111,
20000.0,,,200000.0,2,14,10.0,1410111,9.0
,,,240000.0,1,14,6.0,1410111,
,,,214296.0,1,14,10.0,1410111,
,,,214296.0,2,14,8.0,1410111,
700000.0,,,,2,14,15.0,1410111,2.0
480000.0,,,,1,14,12.0,1410111,7.0
,,,,1,14,,1410111,
,,,,2,14,15.0,1410111,7.0
,,,,2,14,13.0,1410111,
750000.0,,,,2,14,15.0,1410111,5.0
,,,,2,14,,1410111,
,,,214296.0,2,14,6.0,1410314,
,,,241187.0,1,14,4.0,1410314,
300000.0,,,,2,14,17.0,1410314,5.0
600000.0,,,,1,14,15.0,1410314,6.0
,,,,1,14,,1410314,
,,,214000.0,2,14,8.0,1410314,
,,,240000.0,1,14,2.0,1410314,
,,,,1,14,8.0,1410314,7.0
500000.0,,,,1,14,12.0,1410314,8.0
,,,,2,14,8.0,1410314,
520000.0,,,,1,14,8.0,1410314,9.0
,,,,2,14,12.0,1410314,
,,,,1,14,12.0,1410314,
,,,,2,14,10.0,1410314,
,,,,2,14,6.0,1410314,
,,,,1,14,8.0,1410314,
,,,,2,14,23.0,1410112,
1200000.0,,,,1,14,17.0,1410112,1.0
,,,,2,14,11.0,1410112,5.0
,,,,1,14,12.0,1410112,7.0
,,,490000.0,1,14,12.0,1410112,8.0
,,,214296.0,2,14,6.0,1410112,
650000.0,,,,1,14,14.0,1410112,7.0
,,,,1,14,16.0,1410112,1.0
,,,,2,14,15.0,1410112,5.0
600000.0,,,,1,14,16.0,1410112,5.0
240000.0,,,,1,14,12.0,1410112,5.0
400000.0,,,,2,14,3.0,1410112,9.0
,,,,2,14,17.0,1410112,
500000.0,,,,1,14,12.0,1410112,9.0
,,,,1,14,14.0,1410112,
,,,,1,14,13.0,1410112,
,,,,1,14,17.0,1410112,
480000.0,,,,1,14,11.0,1410112,5.0
,,,,2,14,12.0,1410112,
,,,,1,14,15.0,1410524,3.0
,,,,2,14,14.0,1410524,
,,,,2,14,10.0,1410524,
1050000.0,,,,2,14,18.0,1410524,2.0
,,,,1,14,12.0,1410524,1.0
,,,,2,14,11.0,1410524,
,,,,1,14,,1410524,
,,,,2,14,12.0,1410524,5.0
,,,,2,14,,1410524,
,,,,1,14,,1410524,
,,,,1,14,,1410524,
580000.0,,,,1,14,8.0,1410524,7.0
,,,,2,14,10.0,1410524,
,,21243.0,,1,14,11.0,1410524,
540000.0,,,,2,14,12.0,1410524,9.0
,,,,2,14,13.0,1410524,
,,,,1,14,10.0,1410524,
,,,214296.0,2,14,9.0,1410524,
,,,214296.0,1,14,15.0,1410524,3.0
,,,,2,14,12.0,1410524,7.0
1400000.0,,,,1,14,17.0,1410524,4.0
,,21243.0,,2,14,,1410524,
,,21243.0,,1,14,,1410524,
,,21243.0,,2,14,,1410524,
,,,,2,14,4.0,1410524,9.0
550000.0,,,,1,14,11.0,1410524,7.0
520000.0,,,,1,14,12.0,1410524,4.0
550000.0,,,,2,14,12.0,1410524,8.0
,,21243.0,,1,14,,1410524,
,,,214000.0,1,14,5.0,1410111,
,,,214296.0,2,14,6.0,1410111,
600000.0,,,,1,14,8.0,1410111,7.0
,,,,2,14,12.0,1410111,
,,,,1,14,12.0,1410111,
,,,206000.0,2,14,5.0,1410111,
,,,,2,14,15.0,1410111,
900000.0,,,,1,14,17.0,1410111,0.0
,,,,2,14,12.0,1410111,5.0
500000.0,,,,1,14,12.0,1410111,9.0
,,,,1,14,9.0,1410111,
,,,,1,14,9.0,1410111,
,100000.0,,,1,14,14.0,1410111,
,,,,1,14,8.0,1410111,6.0
480000.0,,,,2,14,15.0,1410111,3.0
,,,,1,14,8.0,1410111,7.0
500000.0,,,,1,14,15.0,1410111,8.0
,,,214296.0,2,14,4.0,1410112,
,,,,1,14,0.0,1410112,
,,,,1,14,11.0,1410112,
,,,103700.0,2,14,13.0,1410112,
,,,220000.0,1,14,12.0,1410112,
,,,214296.0,2,14,0.0,1410112,
,,,,1,14,12.0,1410112,7.0
500000.0,,,,2,14,11.0,1410112,6.0
600000.0,,,,1,14,12.0,1410112,7.0
,,,,2,14,9.0,1410112,
,,,214000.0,2,14,7.0,1410414,
,,,214296.0,1,14,5.0,1410414,
,,,,2,14,8.0,1410414,
550000.0,,,,1,14,15.0,1410414,3.0
,,,250000.0,2,14,12.0,1410414,
,,,,1,14,8.0,1410414,8.0
,,,150000.0,2,14,8.0,1410414,
,,,,2,14,7.0,1410624,
800000.0,,,,1,14,10.0,1410624,9.0
,,21243.0,,2,14,,1410624,
,,21243.0,,2,14,,1410624,
,,,,2,14,,1410624,
,,,500000.0,1,14,12.0,1410624,
,,,,2,14,12.0,1410624,
,,,,1,14,4.0,1410624,
,,,,2,14,8.0,1410624,
,,,300000.0,1,14,10.0,1410624,7.0
,,,,2,14,8.0,1410624,
,,,,1,14,11.0,1410624,
,,,,2,14,15.0,1410624,
,,,,2,14,17.0,1410624,5.0
,,,214296.0,1,14,12.0,1410624,
,,,,2,14,18.0,1410624,
1000000.0,,,,2,14,17.0,1410624,2.0
1400000.0,,,,1,14,17.0,1410624,3.0
3200000.0,,,,1,14,19.0,1410624,2.0
,,,,2,14,17.0,1410624,
,,,,2,14,,1410624,
850000.0,,,,2,14,17.0,1410624,1.0
750000.0,,,,1,14,8.0,1410624,7.0
,,,,1,14,,1410624,
,,,,1,14,,1410624,
,,,,1,14,,1410624,
900000.0,,,,2,14,23.0,1420117,2.0
480000.0,,,,1,14,17.0,1420117,2.0
,,,,2,14,,1420117,
1500000.0,,,,1,14,17.0,1420117,7.0
1000000.0,,,,2,14,17.0,1420117,4.0
400000.0,,,165000.0,2,14,12.0,1420117,5.0
850000.0,,,,1,14,12.0,1420117,8.0
0.0,,,,2,14,17.0,1420117,2.0
,,,,2,14,,1420117,
800000.0,,,,1,14,12.0,1420117,6.0
,,,,2,14,,1420117,
,,,,2,14,,1420117,
,,,,2,14,8.0,1420117,
,,,300000.0,1,14,8.0,1420117,
,,21243.0,,2,14,11.0,1420117,
1300000.0,,,,2,14,17.0,1420117,2.0
1350000.0,,,,1,14,13.0,1420117,8.0
,,,,1,14,,1420117,
,,,,1,14,,1420117,
,,,,2,14,8.0,1420117,
500000.0,,,,1,14,10.0,1420117,7.0
,,21243.0,,1,14,9.0,1420117,
,,21243.0,,2,14,,1420117,
,,,,2,14,13.0,1410112,
650000.0,,,,1,14,12.0,1410112,8.0
,,,,2,14,12.0,1410112,5.0
,,,99000.0,2,14,12.0,1410112,
,,,300000.0,1,14,12.0,1410112,
550000.0,,,,2,14,15.0,1410112,3.0
,,,,2,14,15.0,1410112,
,,,,1,14,,1410112,
,,,,2,14,12.0,1410112,
,,21243.0,,1,14,9.0,1410112,
,,,,2,14,12.0,1410112,5.0
,,,,1,14,11.0,1410112,
,,,,2,14,,1410112,
,,,214296.0,2,14,6.0,1410112,
,,,,2,14,8.0,1410112,
,,,,2,14,3.0,1410112,
650000.0,,,,2,14,15.0,1410112,5.0
,,,214296.0,2,14,8.0,1410112,
,,,,2,14,,1410112,
850000.0,,,,1,14,15.0,1410112,5.0
550000.0,,,,2,14,9.0,1420117,9.0
480000.0,,,,1,14,14.0,1420117,4.0
0.0,,,,2,14,15.0,1420117,5.0
,,,,2,14,17.0,1420117,5.0
,,21243.0,,2,14,,1420117,
405000.0,,,,1,14,12.0,1420117,8.0
,,,,2,14,12.0,1420117,
,,,,1,14,11.0,1420117,
500000.0,,,,1,14,12.0,1420117,0.0
500000.0,,,,2,14,17.0,1420117,2.0
,,,,1,14,10.0,1420117,
405000.0,,,,1,14,12.0,1420117,8.0
200000.0,,,,2,14,12.0,1420117,5.0
700000.0,,,,1,14,12.0,1420117,7.0
,,,,1,14,,1420117,
700000.0,,,,1,14,12.0,1420117,5.0
,,,,2,14,8.0,1420117,5.0
,,,,2,14,,1420117,
,,,,2,14,,1420117,
500000.0,,,,2,14,12.0,1420117,5.0
1300000.0,,,214296.0,1,14,12.0,1420117,1.0
,,,214296.0,2,14,12.0,1420117,
,,,300000.0,1,14,6.0,1420117,
,,,350000.0,2,14,12.0,1420117,
790000.0,,,,2,14,15.0,1420117,3.0
790000.0,,,,1,14,15.0,1420117,3.0
,,,,2,14,,1420117,
480000.0,,,280000.0,2,14,6.0,1420117,9.0
,,,214296.0,1,14,14.0,1420117,7.0
,,,,2,14,12.0,1420117,5.0
,550000.0,,,1,14,12.0,1420117,
,,,,2,14,8.0,1420117,
550000.0,,,,1,14,15.0,1420117,3.0
900000.0,,,,1,14,17.0,1420117,2.0
,,,,2,14,16.0,1420117,
,,,,1,14,8.0,1420126,7.0
500000.0,,,,1,14,10.0,1420126,8.0
,,,,2,14,12.0,1420126,
,,,214296.0,2,14,6.0,1420126,
,,,,2,14,12.0,1420126,6.0
,,,,2,14,17.0,1420126,2.0
,,,380000.0,1,14,10.0,1420126,9.0
,,,,1,14,16.0,1420126,7.0
,,,,1,14,14.0,1420126,
,,,,2,14,5.0,1420126,
500000.0,,,,1,14,12.0,1420126,9.0
,,,214296.0,2,14,8.0,1420126,
,,,,2,14,11.0,1420126,6.0
,,,,2,14,14.0,1420126,
,,,,2,14,12.0,1420126,
480000.0,,,,1,14,13.0,1420126,9.0
0.0,,,,2,14,15.0,1420126,9.0
,,21243.0,,2,14,,1420126,
,,,,1,14,17.0,1410624,2.0
,,,,2,14,12.0,1410624,
,,,,1,14,,1410624,
,,,,1,14,12.0,1410624,
,,,,2,14,11.0,1410624,5.0
,,,,2,14,12.0,1410624,5.0
,100000.0,,,1,14,6.0,1410624,
400000.0,,,,2,14,12.0,1410624,5.0
,,,,2,14,,1410624,
650000.0,,,,2,14,7.0,1410624,5.0
609000.0,,,,2,14,15.0,1410624,3.0
350000.0,,,,2,14,12.0,1410624,6.0
300000.0,,,,2,14,7.0,1410624,9.0
,,,,1,14,12.0,1410624,
,,,,2,14,,1410624,
,,,300000.0,1,14,0.0,1410624,
,,,,2,14,6.0,1410624,
600000.0,,,,1,14,12.0,1410624,5.0
,,,,1,14,17.0,1420214,1.0
700000.0,,,,2,14,17.0,1420214,5.0
,,,,2,14,3.0,1420214,
,,,,1,14,,1420214,
690000.0,,,,2,14,12.0,1420214,5.0
,,,,1,14,5.0,1420214,
,,,,2,14,5.0,1420214,
600000.0,,,,2,14,12.0,1420214,5.0
,,21243.0,,2,14,,1420214,
,,21243.0,,1,14,8.0,1420214,
0.0,,21243.0,,2,14,11.0,1420214,9.0
,,21243.0,,1,14,,1420214,
,,21243.0,,2,14,,1420214,
1250000.0,,,,1,14,12.0,1420214,7.0
,,,,2,14,12.0,1420214,
,,,,2,14,9.0,1420214,
,,,,2,14,,1420214,
,,,,2,14,,1420214,
,,,,1,14,17.0,1420214,1.0
,,,,2,14,13.0,1420214,7.0
,,,,1,14,,1420214,
,,,,2,14,,1420214,
,,,735000.0,2,14,24.0,1420214,
0.0,,,640000.0,1,14,17.0,1420214,2.0
1200000.0,,,,1,14,12.0,1410113,5.0
500000.0,,,,2,14,15.0,1410113,3.0
1100000.0,,,,2,14,17.0,1410113,2.0
,,,,2,14,,1410113,
383000.0,,,,1,14,15.0,1410113,3.0
,,,,2,14,14.0,1410113,
,,,,2,14,,1410113,
,,,,1,14,,1410113,
,,,550000.0,2,14,17.0,1410113,
,,,,1,14,16.0,1410113,
,,,,2,14,15.0,1410824,
700000.0,,,,1,14,15.0,1410824,7.0
247500.0,,,,2,14,8.0,1410824,9.0
,,,,2,14,12.0,1410824,
,,,,1,14,12.0,1410824,9.0
,,21243.0,,1,14,,1410824,
,,21243.0,,1,14,,1410824,
550000.0,,,,1,14,8.0,1410824,6.0
,,,,2,14,12.0,1410824,
1000000.0,,,,1,14,15.0,1410824,1.0
,,,,2,14,12.0,1410824,
,,,,1,14,12.0,1410824,7.0
,,,,2,14,14.0,1410824,
,,21243.0,,1,14,,1410824,
,,,,1,14,12.0,1410614,8.0
,,,,2,14,13.0,1410614,
,,21243.0,,1,14,,1410614,
,,,,1,14,,1410614,
,,,,2,14,12.0,1410614,
,,,,2,14,6.0,1410614,
,,,214296.0,2,14,6.0,1410614,
600000.0,,,,1,14,12.0,1410614,8.0
1000000.0,,,,1,14,12.0,1410614,7.0
,,,,1,14,12.0,1410614,
550000.0,,,,2,14,14.0,1410614,3.0
,,,,2,14,9.0,1410614,
,,,250000.0,2,14,12.0,1410614,
400000.0,,,,1,14,8.0,1410614,9.0
,,,,1,14,17.0,1410614,
,,,,2,14,16.0,1410614,
580000.0,,,,2,14,12.0,1410614,5.0
1500000.0,,,,1,14,14.0,1410614,3.0
,,,,1,14,,1410614,
240000.0,,,,1,14,2.0,1410424,9.0
300000.0,,,,1,14,12.0,1410424,9.0
,,,350000.0,1,14,2.0,1410424,
,,,,2,14,2.0,1410424,
,,,,2,14,2.0,1410424,
,,,,1,14,6.0,1410424,
,,,,2,14,15.0,1410424,
550000.0,,,,1,14,12.0,1410424,6.0
,,21243.0,,2,14,,1410424,
,,,,2,14,12.0,1410424,
500000.0,,,,1,14,12.0,1410424,8.0
,,,,1,14,,1410424,
,,,,2,14,,1410424,
,,,,1,14,3.0,1410424,
,200000.0,,,1,14,12.0,1410424,
,,,214296.0,2,14,3.0,1410424,
375000.0,,,,2,14,17.0,1410112,2.0
,,,,2,14,17.0,1410112,
500000.0,,,,2,14,12.0,1410112,3.0
,300000.0,,,1,14,12.0,1410112,
,,21243.0,,1,14,,1410112,
,,,,1,14,14.0,1410112,
780000.0,,,,1,14,14.0,1410112,5.0
,,,,2,14,,1410112,
188000.0,,,,2,14,15.0,1410112,9.0
600000.0,,,,1,14,12.0,1410112,7.0
500000.0,,,,1,14,12.0,1410112,5.0
,,,,1,14,,1410112,
700000.0,,,,1,14,11.0,1410112,7.0
700000.0,,,,2,14,14.0,1410112,3.0
670000.0,,,,1,14,10.0,1420416,9.0
337000.0,,,,2,14,12.0,1420416,7.0
,,,,2,14,,1420416,
,,,,2,14,,1420416,
180000.0,,,214296.0,2,14,11.0,1420416,9.0
800000.0,,,,2,14,18.0,1420416,2.0
,,,,2,14,,1420416,
,,,,2,14,,1420416,
,,,,1,14,15.0,1420416,7.0
,,,,2,14,15.0,1420416,
500000.0,,,,1,14,15.0,1420416,5.0
,,,,1,14,10.0,1420416,
,,,,1,14,,1420416,
,,,,1,14,,1420416,
,,,,2,14,12.0,1420416,
,,,,1,14,,1420416,
,,,,2,14,,1420416,
,,,,1,14,12.0,1420416,7.0
,,,,2,14,9.0,1410112,
,,,,1,14,8.0,1410112,
,,,,1,14,,1410112,
,,,,2,14,8.0,1410112,6.0
500000.0,,,,1,14,12.0,1410112,8.0
,,,,2,14,11.0,1410112,
,,,,2,14,,1410112,
,,,,2,14,,1410112,
,,,,2,14,,1410112,
,,,300000.0,2,14,0.0,1410112,5.0
,,,,2,14,12.0,1410112,7.0
,,,,1,14,12.0,1410112,7.0
,,,,1,14,,1410112,
500000.0,,,,1,14,8.0,1410112,8.0
500000.0,,,,2,14,,1410112,2.0
,,,,2,14,8.0,1410112,
700000.0,,,,2,14,14.0,1410112,5.0
,,,,2,14,,1410112,
,,,,2,14,3.0,1410112,
,,,187000.0,1,14,,1410112,6.0
,,,425000.0,2,14,12.0,1410112,
,,,415000.0,2,14,11.0,1410112,
1000000.0,,,,2,14,17.0,1410112,2.0
,,,350000.0,2,14,17.0,1410112,
,,,,2,14,12.0,1410112,
,,,,2,14,12.0,1410112,
,,,,1,14,12.0,1410112,7.0
1800000.0,,,,2,14,17.0,1410112,2.0
,,,,2,14,9.0,1410112,
,,,,1,14,4.0,1410112,
,,,400000.0,2,14,0.0,1410112,
,,,,1,14,12.0,1410112,
250000.0,,,,2,14,12.0,1410112,9.0
,100000.0,,,1,14,12.0,1410112,
,,,200000.0,1,14,11.0,1410112,2.0
,,,700000.0,2,14,17.0,1410112,
600000.0,,,,2,14,19.0,1410112,2.0
1600000.0,,,,1,14,16.0,1410112,5.0
,,,,2,14,12.0,1410112,
,,,,1,14,,1410112,
,,,,2,14,,1410112,
2800000.0,,,,2,14,19.0,1410112,2.0
,,,,1,14,19.0,1410112,9.0
180000.0,,,,1,14,17.0,1410112,2.0
,,,,1,14,17.0,1410112,
,,,540000.0,2,14,15.0,1410112,
,,,,1,14,13.0,1410112,
1200000.0,,,,2,14,19.0,1410112,2.0
,,,,2,14,17.0,1410112,
540000.0,,,,2,14,15.0,1410824,3.0
500000.0,,,,1,14,11.0,1410824,7.0
,,,,2,14,,1410824,
,,,214296.0,2,14,6.0,1410824,
,,,214296.0,1,14,6.0,1410824,
,,,,2,14,12.0,1410824,
,,,,1,14,12.0,1410824,7.0
,,,,1,14,13.0,1410824,
,,,,1,14,,1410824,
,,,,2,14,12.0,1410824,
420000.0,,,,1,14,10.0,1410824,6.0
90000.0,,21243.0,,1,14,12.0,1410824,7.0
,,21243.0,,1,14,,1410824,
,,21243.0,,2,14,,1410824,
,,21243.0,,1,14,,1410824,
,,,,2,14,12.0,1410824,
675000.0,,,,1,14,8.0,1410824,8.0
,,,,1,14,,1410824,
,,,,1,14,,1410824,
,,,214296.0,2,14,8.0,1410824,
,,,214296.0,1,14,6.0,1410824,
,,,,1,14,12.0,1410824,6.0
,,,214296.0,2,14,4.0,1410824,
,,,214296.0,1,14,5.0,1410824,
,,,,1,14,14.0,1410824,
,,,320000.0,2,14,16.0,1420126,
,,,,1,14,12.0,1420126,1.0
,,,,2,14,12.0,1420126,
700000.0,,,,1,14,10.0,1420126,8.0
500000.0,,,,1,14,13.0,1420126,6.0
300000.0,,,,2,14,17.0,1420126,5.0
,,,,2,14,,1420126,
,,,,2,14,4.0,1420126,9.0
,,,,2,14,14.0,1420126,
,,,214296.0,1,14,10.0,1420126,
947000.0,,,,2,14,17.0,1420126,2.0
,,,,1,14,12.0,1420126,
,,,,2,14,,1420126,
,,,,2,14,12.0,1420126,
,,,,1,14,12.0,1420126,7.0
,,21243.0,,2,14,,1420126,
,,21243.0,,1,14,,1420126,
,,,,2,14,3.0,1420126,
,,,300000.0,2,14,12.0,1410112,
,,,170000.0,1,14,12.0,1410112,
,,,,2,14,0.0,1410112,
600000.0,,,,2,14,15.0,1410112,5.0
1000000.0,,,,1,14,15.0,1410112,7.0
,,,,2,14,,1410112,
,,,,2,14,8.0,1410112,
850000.0,,,,2,14,17.0,1410112,1.0
850000.0,,,,1,14,12.0,1410112,5.0
,,,,1,14,11.0,1410112,
,650000.0,,,1,14,17.0,1410112,
,,,100000.0,2,14,12.0,1410112,
,,,200000.0,2,14,12.0,1410112,
,,,300000.0,1,14,8.0,1420416,
,,,214296.0,2,14,5.0,1420416,
,25000.0,,,2,14,12.0,1420416,
,,,,2,14,14.0,1420416,
,,,,1,14,8.0,1420416,8.0
,,,214000.0,2,14,5.0,1420416,
500000.0,,,,2,14,12.0,1420416,5.0
,,,,1,14,12.0,1420416,
,,,,2,14,11.0,1420416,
,,,442470.0,2,14,5.0,1420416,
,,,,2,14,12.0,1420416,
,,,,2,14,11.0,1420416,
,,,250000.0,1,14,12.0,1420416,
,,,,1,14,15.0,1420416,
,,,,2,14,15.0,1420416,5.0
,,,214000.0,2,14,8.0,1420416,
,,,170000.0,1,14,10.0,1420416,
550000.0,,,,2,14,12.0,1420416,3.0
,,,,2,14,,1420416,
450000.0,,,,1,14,12.0,1420416,5.0
,,,,2,14,15.0,1410113,
500000.0,,,,1,14,14.0,1410113,8.0
,,,,1,14,12.0,1410113,
,,,,2,14,,1410113,
688000.0,,,,2,14,12.0,1410113,9.0
,,,,1,14,17.0,1410113,
,,,,2,14,12.0,1410113,
620000.0,,,,2,14,12.0,1410113,5.0
700000.0,,,,1,14,15.0,1410113,5.0
,,,,2,14,17.0,1410113,
,,,,1,14,,1410113,
,,,,2,14,,1410113,
,,,,1,14,13.0,1410113,
500000.0,,,,2,14,12.0,1410113,3.0
,,,,1,14,17.0,1410113,
500000.0,,,,1,14,12.0,1410113,2.0
,,,214296.0,2,14,0.0,1420424,
,,,200000.0,1,14,8.0,1420424,
,,,214296.0,2,14,0.0,1420424,
250000.0,,,240000.0,1,14,8.0,1420424,6.0
,,,,2,14,12.0,1420424,5.0
,,,,1,14,8.0,1420424,5.0
,,,,2,14,8.0,1420424,6.0
,,,,2,14,12.0,1420424,
,,,,1,14,8.0,1420424,6.0
,,,214000.0,1,14,6.0,1420424,
,,,214000.0,2,14,0.0,1420424,
,,,,2,14,1.0,1420424,
400000.0,,,,1,14,3.0,1420424,8.0
400000.0,,,,1,14,8.0,1420424,8.0
,,,,2,14,12.0,1420424,
,,,,2,14,18.0,1410112,2.0
,,,,2,14,12.0,1410112,
550000.0,,,,2,14,16.0,1410112,5.0
560000.0,,,,2,14,12.0,1410112,5.0
,,,,2,14,12.0,1410112,
300000.0,,,,2,14,9.0,1410112,9.0
-88.0,,,,2,14,17.0,1410112,4.0
800000.0,,,,2,14,16.0,1410614,2.0
800000.0,,,,1,14,12.0,1410614,5.0
,,,,2,14,,1410614,
,,,,2,14,,1410614,
,,,,2,14,12.0,1410614,5.0
,,,,2,14,,1410614,
,,,,2,14,12.0,1410614,
,,,,1,14,9.0,1410614,7.0
,,,,1,14,15.0,1410614,
,,,,2,14,15.0,1410614,
,,,,1,14,12.0,1410614,
,,,,2,14,0.0,1410614,
350000.0,,,,2,14,13.0,1410614,3.0
,,,,1,14,,1410614,
,,21243.0,,1,14,,1410614,
,,,,1,14,12.0,1410614,
,,,213000.0,2,14,1.0,1410614,
,,,,2,14,5.0,1410614,
500000.0,,,214296.0,1,14,8.0,1410614,9.0
,,,,1,14,0.0,1410614,
,,,,2,14,9.0,1410624,5.0
,,,,1,14,8.0,1410624,5.0
,,,,1,14,13.0,1410624,
,,,,2,14,,1410624,
400000.0,,,,2,14,12.0,1410624,5.0
,,,,1,14,8.0,1410624,6.0
,,,,1,14,12.0,1410624,6.0
,,,,2,14,12.0,1410624,
,,,,2,14,15.0,1410624,
,,,220000.0,2,14,11.0,1410624,
,,,,1,14,7.0,1410624,
500000.0,,,,2,14,6.0,1410624,5.0
,,,225000.0,1,14,6.0,1410624,
,,,225000.0,2,14,11.0,1410624,
,,,,1,14,0.0,1410624,
,,,,2,14,0.0,1410624,
,,,225000.0,1,14,3.0,1410624,
,,,230000.0,2,14,2.0,1410624,
,,,,2,14,12.0,1410624,
,,,,1,14,12.0,1410624,6.0
,,,,2,14,,1410624,
,,,,2,14,14.0,1410624,
900000.0,,,,1,14,12.0,1410624,5.0
,,,,2,14,,1410624,
,,,,2,14,,1410624,
,,,,1,14,,1410624,
,,,214296.0,2,14,5.0,1410111,
,,,180000.0,1,14,5.0,1410111,
,,,,2,14,0.0,1410111,
500000.0,,,,2,14,12.0,1410111,9.0
,,,325000.0,1,14,12.0,1410111,
,,,,1,14,6.0,1410111,
,,,,1,14,10.0,1410111,
,,,222000.0,2,14,8.0,1410111,
,,,393000.0,2,14,6.0,1410111,
,,,,1,14,9.0,1410111,
600000.0,,,,1,14,12.0,1410111,7.0
,,,,1,14,8.0,1410111,6.0
,,,,2,14,8.0,1410111,
,,,,1,14,5.0,1410111,
,,,,2,14,12.0,1410111,
,,,,1,14,,1410111,
,,,,2,14,,1410111,
160000.0,,,,2,14,5.0,1410111,9.0
,,,214296.0,2,14,6.0,1410112,
,,,214296.0,2,14,0.0,1410112,
,,,419214.0,2,14,6.0,1410112,
,,,,1,14,8.0,1410112,
1600000.0,,,,2,14,17.0,1410112,2.0
,,,,1,14,18.0,1410112,1.0
,,,214296.0,2,14,6.0,1410112,
1400000.0,,,,1,14,17.0,1410112,3.0
,,,,1,14,13.0,1410112,
500000.0,,,,2,14,10.0,1410112,5.0
500000.0,,,,1,14,8.0,1410112,7.0
,,,300000.0,2,14,12.0,1420424,
,,,,2,14,10.0,1420424,5.0
,,,,1,14,12.0,1420424,7.0
,,,,1,14,12.0,1420424,8.0
,,,,1,14,15.0,1420424,
,,,,2,14,11.0,1420424,
,,,,2,14,,1420424,
700000.0,,,,1,14,12.0,1420424,6.0
,25000.0,,,2,14,12.0,1420424,
,,,,2,14,12.0,1420424,
,,,,1,14,,1420424,
,,,,2,14,8.0,1420424,
,,,,2,14,12.0,1420424,
700000.0,,,,2,14,12.0,1420424,8.0
,,,216000.0,2,14,0.0,1420424,
-88.0,,,,2,14,4.0,1420424,5.0
,,,,1,14,4.0,1420424,
,,,,1,14,12.0,1420424,
